epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
126,1890.21,0.3917,0.23394,0.84776,0.99342,0.99262,0.99434,0.91657,0.44861,0.19258,0.86578,0.00190663,0.000635544,0.00190663,0.000635544,0.00190663,0.000635544,0.00190663,0.000635544
127,1904.51,0.40904,0.23991,0.85555,0.9954,0.99757,0.995,0.91512,0.44641,0.18422,0.86749,0.00188188,0.000627292,0.00188188,0.000627292,0.00188188,0.000627292,0.00188188,0.000627292
128,1919.28,0.3934,0.23167,0.84377,0.9926,0.99699,0.995,0.9174,0.43664,0.18739,0.86338,0.00185712,0.00061904,0.00185712,0.00061904,0.00185712,0.00061904,0.00185712,0.00061904
129,1933.8,0.40066,0.23429,0.8515,0.99453,0.99505,0.99272,0.91108,0.44332,0.19229,0.86529,0.00183237,0.000610789,0.00183237,0.000610789,0.00183237,0.000610789,0.00183237,0.000610789
130,1948.43,0.39799,0.23445,0.85321,0.98942,1,0.99466,0.91592,0.443,0.18649,0.86522,0.00180761,0.000602537,0.00180761,0.000602537,0.00180761,0.000602537,0.00180761,0.000602537
131,1962.93,0.39087,0.23515,0.84336,0.99072,0.99663,0.99285,0.91484,0.43927,0.18864,0.86563,0.00178286,0.000594286,0.00178286,0.000594286,0.00178286,0.000594286,0.00178286,0.000594286
132,1977.48,0.38615,0.23055,0.84769,0.98963,0.99757,0.99382,0.91622,0.43949,0.18926,0.86561,0.0017581,0.000586034,0.0017581,0.000586034,0.0017581,0.000586034,0.0017581,0.000586034
133,1992.12,0.39294,0.22995,0.85017,0.9889,0.99757,0.99439,0.91847,0.44256,0.18696,0.86552,0.00173335,0.000577782,0.00173335,0.000577782,0.00173335,0.000577782,0.00173335,0.000577782
134,2006.65,0.39515,0.23163,0.85003,0.99459,0.99443,0.99337,0.91967,0.44071,0.19065,0.86523,0.00170859,0.000569531,0.00170859,0.000569531,0.00170859,0.000569531,0.00170859,0.000569531
135,2021.16,0.38442,0.23045,0.84868,0.98958,0.99442,0.99289,0.91773,0.44249,0.19301,0.8664,0.00168384,0.000561279,0.00168384,0.000561279,0.00168384,0.000561279,0.00168384,0.000561279
136,2035.5,0.39543,0.23201,0.8498,0.98832,0.9992,0.99312,0.91709,0.44542,0.19299,0.8671,0.00165908,0.000553027,0.00165908,0.000553027,0.00165908,0.000553027,0.00165908,0.000553027
137,2050.26,0.38832,0.22744,0.84774,0.98921,0.99201,0.99323,0.9132,0.44872,0.20007,0.8665,0.00163433,0.000544776,0.00163433,0.000544776,0.00163433,0.000544776,0.00163433,0.000544776
138,2064.64,0.39346,0.23011,0.84809,0.98595,0.99262,0.99217,0.91169,0.44688,0.19698,0.8665,0.00160957,0.000536524,0.00160957,0.000536524,0.00160957,0.000536524,0.00160957,0.000536524
139,2079.35,0.39568,0.23127,0.85195,0.99475,0.9924,0.99335,0.91193,0.44996,0.19666,0.86576,0.00158482,0.000528272,0.00158482,0.000528272,0.00158482,0.000528272,0.00158482,0.000528272
140,2093.8,0.38958,0.23027,0.84787,0.99371,0.99262,0.99456,0.91414,0.4415,0.19239,0.86415,0.00156006,0.000520021,0.00156006,0.000520021,0.00156006,0.000520021,0.00156006,0.000520021
141,2108.42,0.39052,0.22898,0.84872,0.99468,0.99238,0.99464,0.91682,0.44738,0.19538,0.86606,0.00153531,0.000511769,0.00153531,0.000511769,0.00153531,0.000511769,0.00153531,0.000511769
142,2122.99,0.39148,0.22971,0.8502,0.98934,0.9902,0.9936,0.91448,0.45174,0.19716,0.8664,0.00151055,0.000503517,0.00151055,0.000503517,0.00151055,0.000503517,0.00151055,0.000503517
143,2137.61,0.3828,0.22621,0.84611,0.98917,0.9902,0.992,0.90838,0.45396,0.20022,0.86622,0.0014858,0.000495266,0.0014858,0.000495266,0.0014858,0.000495266,0.0014858,0.000495266
144,2152.09,0.37485,0.22296,0.84193,0.9891,0.9902,0.99074,0.90489,0.44984,0.19959,0.86622,0.00146104,0.000487014,0.00146104,0.000487014,0.00146104,0.000487014,0.00146104,0.000487014
145,2166.57,0.37003,0.22138,0.84122,0.99104,0.9902,0.99253,0.91223,0.44626,0.19701,0.86476,0.00143629,0.000478762,0.00143629,0.000478762,0.00143629,0.000478762,0.00143629,0.000478762
146,2181.32,0.38734,0.22516,0.84345,0.98877,0.99262,0.99322,0.9135,0.44834,0.19655,0.86707,0.00141153,0.000470511,0.00141153,0.000470511,0.00141153,0.000470511,0.00141153,0.000470511
147,2195.89,0.38142,0.22519,0.84569,0.99218,0.9916,0.99339,0.91706,0.44396,0.19495,0.86768,0.00138678,0.000462259,0.00138678,0.000462259,0.00138678,0.000462259,0.00138678,0.000462259
148,2210.59,0.38125,0.22652,0.84406,0.99133,0.9902,0.9924,0.91217,0.4485,0.19679,0.86587,0.00136202,0.000454007,0.00136202,0.000454007,0.00136202,0.000454007,0.00136202,0.000454007
149,2224.88,0.3798,0.22496,0.84817,0.99074,0.9902,0.99091,0.90949,0.44624,0.20135,0.86709,0.00133727,0.000445756,0.00133727,0.000445756,0.00133727,0.000445756,0.00133727,0.000445756
150,2239.54,0.38264,0.22211,0.84542,0.99058,0.9902,0.99325,0.91215,0.44439,0.19444,0.8675,0.00131251,0.000437504,0.00131251,0.000437504,0.00131251,0.000437504,0.00131251,0.000437504
151,2254.05,0.37956,0.22116,0.84972,0.99044,0.9927,0.99363,0.90817,0.44748,0.18978,0.86826,0.00128776,0.000429253,0.00128776,0.000429253,0.00128776,0.000429253,0.00128776,0.000429253
152,2268.59,0.3725,0.21724,0.84328,0.98601,0.99697,0.99454,0.91694,0.4424,0.18844,0.86659,0.001263,0.000421001,0.001263,0.000421001,0.001263,0.000421001,0.001263,0.000421001
153,2283.01,0.37359,0.21901,0.84611,0.98594,0.9968,0.99471,0.91504,0.44237,0.18948,0.86659,0.00123825,0.000412749,0.00123825,0.000412749,0.00123825,0.000412749,0.00123825,0.000412749
154,2297.53,0.37683,0.22305,0.84388,0.9893,0.9902,0.99439,0.91431,0.45141,0.19356,0.86716,0.00121349,0.000404498,0.00121349,0.000404498,0.00121349,0.000404498,0.00121349,0.000404498
155,2312.16,0.37121,0.21622,0.84183,0.99029,0.9902,0.99407,0.91141,0.44638,0.1918,0.86503,0.00118874,0.000396246,0.00118874,0.000396246,0.00118874,0.000396246,0.00118874,0.000396246
156,2326.68,0.37142,0.2157,0.84492,0.99164,0.99222,0.99361,0.91534,0.44593,0.19373,0.86386,0.00116398,0.000387994,0.00116398,0.000387994,0.00116398,0.000387994,0.00116398,0.000387994
157,2341.29,0.37533,0.21502,0.84288,0.98991,0.9902,0.99273,0.91011,0.44356,0.1927,0.86469,0.00113923,0.000379743,0.00113923,0.000379743,0.00113923,0.000379743,0.00113923,0.000379743
158,2356.28,0.36949,0.21633,0.8501,0.9893,0.9902,0.99309,0.91391,0.44558,0.1937,0.86661,0.00111447,0.000371491,0.00111447,0.000371491,0.00111447,0.000371491,0.00111447,0.000371491
159,2371.16,0.3688,0.21896,0.84158,0.98604,0.9946,0.99314,0.91409,0.44926,0.19213,0.86666,0.00108972,0.000363239,0.00108972,0.000363239,0.00108972,0.000363239,0.00108972,0.000363239
160,2385.79,0.37471,0.21734,0.84121,0.98683,0.99631,0.99449,0.91746,0.44629,0.18739,0.86506,0.00106496,0.000354988,0.00106496,0.000354988,0.00106496,0.000354988,0.00106496,0.000354988
161,2400.73,0.37245,0.21641,0.84541,0.98952,0.99596,0.99451,0.91564,0.45441,0.1876,0.86762,0.00104021,0.000346736,0.00104021,0.000346736,0.00104021,0.000346736,0.00104021,0.000346736
162,2415.26,0.36343,0.2126,0.84121,0.98972,0.99757,0.99461,0.9143,0.45062,0.18594,0.86557,0.00101545,0.000338484,0.00101545,0.000338484,0.00101545,0.000338484,0.00101545,0.000338484
163,2430.19,0.36858,0.21321,0.83782,0.99748,0.98691,0.99468,0.91245,0.45124,0.18454,0.86573,0.000990698,0.000330233,0.000990698,0.000330233,0.000990698,0.000330233,0.000990698,0.000330233
164,2444.95,0.3678,0.21571,0.84313,0.99617,0.9925,0.99476,0.91708,0.44873,0.18504,0.86507,0.000965943,0.000321981,0.000965943,0.000321981,0.000965943,0.000321981,0.000965943,0.000321981
165,2459.75,0.36705,0.21446,0.84165,0.99611,0.99262,0.99488,0.91311,0.44768,0.18208,0.86568,0.000941188,0.000313729,0.000941188,0.000313729,0.000941188,0.000313729,0.000941188,0.000313729
166,2474.41,0.37093,0.21269,0.84261,0.99609,0.99674,0.99488,0.91548,0.44947,0.18314,0.86827,0.000916433,0.000305478,0.000916433,0.000305478,0.000916433,0.000305478,0.000916433,0.000305478
167,2489.15,0.36734,0.21253,0.84231,0.99651,0.99262,0.99488,0.91447,0.4492,0.18093,0.86745,0.000891678,0.000297226,0.000891678,0.000297226,0.000891678,0.000297226,0.000891678,0.000297226
168,2504.06,0.36992,0.21604,0.84114,0.99588,0.99262,0.99483,0.91856,0.44885,0.18083,0.86712,0.000866923,0.000288974,0.000866923,0.000288974,0.000866923,0.000288974,0.000866923,0.000288974
169,2518.7,0.36572,0.21129,0.84356,0.98803,0.99701,0.99471,0.91827,0.45098,0.18585,0.86898,0.000842168,0.000280723,0.000842168,0.000280723,0.000842168,0.000280723,0.000842168,0.000280723
170,2533.58,0.36247,0.21246,0.83782,0.99211,0.99196,0.99466,0.91509,0.44923,0.18795,0.86589,0.000817413,0.000272471,0.000817413,0.000272471,0.000817413,0.000272471,0.000817413,0.000272471
171,2548.24,0.35654,0.20701,0.84043,0.99208,0.9919,0.99442,0.91606,0.44903,0.18704,0.86449,0.000792659,0.00026422,0.000792659,0.00026422,0.000792659,0.00026422,0.000792659,0.00026422
172,2563.37,0.35828,0.20919,0.84246,0.99062,0.9902,0.99456,0.91634,0.44747,0.18801,0.86385,0.000767904,0.000255968,0.000767904,0.000255968,0.000767904,0.000255968,0.000767904,0.000255968
173,2577.99,0.36181,0.2106,0.84562,0.99025,0.99589,0.99454,0.91527,0.44562,0.18837,0.86336,0.000743149,0.000247716,0.000743149,0.000247716,0.000743149,0.000247716,0.000743149,0.000247716
174,2592.9,0.35514,0.2108,0.84083,0.98699,0.99542,0.99471,0.9136,0.44578,0.186,0.86417,0.000718394,0.000239465,0.000718394,0.000239465,0.000718394,0.000239465,0.000718394,0.000239465
175,2607.53,0.35842,0.20841,0.84048,0.98944,0.99515,0.99475,0.91657,0.44574,0.18405,0.86376,0.000693639,0.000231213,0.000693639,0.000231213,0.000693639,0.000231213,0.000693639,0.000231213
176,2622.62,0.36418,0.2099,0.84162,0.98961,0.99693,0.99456,0.9123,0.44488,0.18493,0.86415,0.000668884,0.000222961,0.000668884,0.000222961,0.000668884,0.000222961,0.000668884,0.000222961
177,2637.39,0.35671,0.21103,0.84092,0.98894,0.99692,0.99461,0.91353,0.44487,0.18362,0.8645,0.000644129,0.00021471,0.000644129,0.00021471,0.000644129,0.00021471,0.000644129,0.00021471
178,2652.25,0.35823,0.20895,0.84107,0.98983,0.99697,0.99453,0.91371,0.44235,0.18417,0.86411,0.000619374,0.000206458,0.000619374,0.000206458,0.000619374,0.000206458,0.000619374,0.000206458
179,2667.06,0.35237,0.20621,0.83909,0.98889,0.99703,0.99478,0.91375,0.44358,0.18361,0.86406,0.000594619,0.000198206,0.000594619,0.000198206,0.000594619,0.000198206,0.000594619,0.000198206
180,2682.06,0.35726,0.20889,0.84522,0.98954,0.99728,0.99485,0.91449,0.4452,0.18086,0.86498,0.000569864,0.000189955,0.000569864,0.000189955,0.000569864,0.000189955,0.000569864,0.000189955
181,2697,0.36011,0.20646,0.84319,0.99311,0.99734,0.9949,0.91448,0.44383,0.18155,0.86509,0.000545109,0.000181703,0.000545109,0.000181703,0.000545109,0.000181703,0.000545109,0.000181703
182,2712.1,0.3508,0.20345,0.83627,0.99312,0.99704,0.995,0.91502,0.44368,0.18037,0.86457,0.000520354,0.000173451,0.000520354,0.000173451,0.000520354,0.000173451,0.000520354,0.000173451
183,2726.88,0.34738,0.20791,0.83974,0.98873,0.99715,0.99485,0.91492,0.44414,0.18382,0.86489,0.000495599,0.0001652,0.000495599,0.0001652,0.000495599,0.0001652,0.000495599,0.0001652
184,2741.5,0.34245,0.20007,0.83384,0.99094,0.99515,0.9949,0.91482,0.44489,0.18111,0.86538,0.000470844,0.000156948,0.000470844,0.000156948,0.000470844,0.000156948,0.000470844,0.000156948
185,2756.53,0.34822,0.20454,0.83818,0.99053,0.99515,0.99485,0.91645,0.44304,0.18246,0.8649,0.000446089,0.000148696,0.000446089,0.000148696,0.000446089,0.000148696,0.000446089,0.000148696
186,2771.12,0.34948,0.20472,0.84009,0.9907,0.99515,0.99483,0.91556,0.44374,0.18455,0.86502,0.000421334,0.000140445,0.000421334,0.000140445,0.000421334,0.000140445,0.000421334,0.000140445
187,2786.21,0.35498,0.20565,0.84004,0.99089,0.99448,0.99475,0.91706,0.44438,0.18587,0.8651,0.000396579,0.000132193,0.000396579,0.000132193,0.000396579,0.000132193,0.000396579,0.000132193
188,2800.97,0.33982,0.20152,0.83975,0.9875,0.99515,0.99473,0.91676,0.44414,0.18611,0.86526,0.000371824,0.000123941,0.000371824,0.000123941,0.000371824,0.000123941,0.000371824,0.000123941
189,2815.95,0.34837,0.20228,0.83904,0.98719,0.99515,0.99458,0.91531,0.44548,0.18765,0.86535,0.000347069,0.00011569,0.000347069,0.00011569,0.000347069,0.00011569,0.000347069,0.00011569
190,2830.89,0.34281,0.20087,0.83589,0.98925,0.99515,0.99419,0.91341,0.44546,0.18566,0.8651,0.000322314,0.000107438,0.000322314,0.000107438,0.000322314,0.000107438,0.000322314,0.000107438
191,2856.34,0.32292,0.18057,0.83427,0.98877,0.99488,0.99451,0.91479,0.44456,0.1877,0.86502,0.00029756,9.91865e-05,0.00029756,9.91865e-05,0.00029756,9.91865e-05,0.00029756,9.91865e-05
192,2870.79,0.3151,0.17688,0.82422,0.986,0.99462,0.99453,0.91722,0.44295,0.18916,0.86418,0.000272805,9.09349e-05,0.000272805,9.09349e-05,0.000272805,9.09349e-05,0.000272805,9.09349e-05
193,2885.34,0.30891,0.17244,0.82437,0.98592,0.99463,0.99453,0.91674,0.44163,0.18649,0.86429,0.00024805,8.26832e-05,0.00024805,8.26832e-05,0.00024805,8.26832e-05,0.00024805,8.26832e-05
194,2899.57,0.30801,0.17358,0.82842,0.98727,0.99515,0.99449,0.91564,0.43997,0.18606,0.86442,0.000223295,7.44316e-05,0.000223295,7.44316e-05,0.000223295,7.44316e-05,0.000223295,7.44316e-05
195,2913.84,0.31429,0.17367,0.82676,0.98788,0.99456,0.99454,0.91577,0.44078,0.18631,0.86434,0.00019854,6.61799e-05,0.00019854,6.61799e-05,0.00019854,6.61799e-05,0.00019854,6.61799e-05
196,2928.51,0.31003,0.17339,0.83103,0.98735,0.99681,0.99451,0.91596,0.43953,0.18556,0.86394,0.000173785,5.79283e-05,0.000173785,5.79283e-05,0.000173785,5.79283e-05,0.000173785,5.79283e-05
197,2942.75,0.30169,0.16921,0.82548,0.98983,0.99031,0.99453,0.9164,0.44008,0.18534,0.86466,0.00014903,4.96766e-05,0.00014903,4.96766e-05,0.00014903,4.96766e-05,0.00014903,4.96766e-05
198,2957.34,0.30189,0.17021,0.82284,0.99012,0.9902,0.99456,0.91567,0.44015,0.18684,0.86434,0.000124275,4.1425e-05,0.000124275,4.1425e-05,0.000124275,4.1425e-05,0.000124275,4.1425e-05
199,2971.54,0.30401,0.17108,0.82475,0.99015,0.9902,0.99448,0.91468,0.44037,0.18706,0.86463,9.95199e-05,3.31733e-05,9.95199e-05,3.31733e-05,9.95199e-05,3.31733e-05,9.95199e-05,3.31733e-05
200,2986.21,0.30585,0.17324,0.82236,0.99008,0.9902,0.99446,0.91444,0.44023,0.18763,0.86409,7.4765e-05,2.49217e-05,7.4765e-05,2.49217e-05,7.4765e-05,2.49217e-05,7.4765e-05,2.49217e-05
